SA2_2018_Code,SA2_2018_Name,JSS_PC,SPS_PC,MTB_PC,No_Quals_PC,No_Own_PC,Damp_Mould_PC,No_Int_PC,Inc_Leq_50k_PC,Crowded_PC
346600,Wanaka Waterfront,0.01,0.01,0.01,0.15,0.43,0.06,0.13,0.2,0
346700,Wanaka North,0.01,0.01,0,0.11,0.51,0.05,0.08,0.16,0
346800,Wanaka West,0.02,0.01,0.01,0.17,0.41,0.04,0.15,0.25,0.08
346900,Albert Town,0.03,0.02,0.01,0.14,0.32,0.04,0.09,0.18,0.01
347000,Wanaka Central,0.02,0.01,0,0.17,0.56,0.06,0.2,0.4,0
347100,Lake Hawea,0.02,0.02,0.01,0.18,0.34,0.06,0.18,0.29,0
347200,Upper Clutha Valley,0.01,0.01,0.01,0.13,0.33,0.09,0.12,0.23,0
347300,Kingston,0.02,0.02,0,0.21,0.46,0.06,0.21,0.19,0.09
347400,Arthurs Point,0.01,0.01,0,0.1,0.41,0.07,0.08,0.1,0.06
347500,Wakatipu Basin,0,0,0,0.12,0.33,0.04,0.05,0.12,0
347700,Warren Park,0.02,0.01,0.01,0.12,0.8,0.26,0.18,0.19,0.03
347800,Sunshine Bay-Fernhill (Queenstown),0.03,0.01,0,0.11,0.68,0.22,0.12,0.17,0
347900,Arrowtown,0.01,0.01,0.01,0.16,0.43,0.09,0.12,0.18,0
348000,Quail Rise,0,0,0,0.12,0.18,0.03,0.07,0.1,0.04
348100,Queenstown Central,0.02,0.01,0.01,0.11,0.8,0.29,0.29,0.22,0
348200,Queenstown East,0.02,0,0,0.1,0.69,0.19,0.12,0.19,0
348300,Frankton Arm,0.02,0.01,0,0.07,0.67,0.14,0.12,0.16,0
348400,Frankton,0.01,0.01,0.01,0.15,0.56,0.12,0.16,0.22,0.04
348500,Lake Hayes,0,0,0,0.15,0.37,0.02,0.08,0.11,0
348600,Kelvin Heights,0,0,0,0.13,0.41,0.06,0.1,0.17,0.02
348700,Shotover Country,0,0,0,0.2,0.3,0.01,0.2,0.09,0.04
348800,Lake Hayes Estate,0.01,0.01,0.01,0.11,0.27,0.03,0.04,0.08,0
348900,Jacks Point,0,0,0,0,0.5,0,0,0.05,0
349000,Strath Taieri,0.03,0.01,0.01,0.31,0.47,0.19,0.26,0.38,0.09
349100,Bucklands Crossing,0.07,0.03,0.04,0.19,0.29,0.18,0.24,0.38,0.11
349200,Waikouaiti,0.08,0.02,0.04,0.3,0.24,0.14,0.31,0.52,0.15
349300,Momona,0.02,0.01,0.01,0.27,0.33,0.15,0.18,0.27,0.11
349400,Taieri,0.01,0.01,0.01,0.23,0.28,0.07,0.12,0.22,0.04
349600,Mount Cargill,0.07,0.03,0.03,0.15,0.28,0.17,0.19,0.33,0.1
349700,Bush Road,0.03,0.02,0.04,0.36,0.3,0.12,0.3,0.5,0
349800,Mosgiel East,0.02,0.01,0.02,0.34,0.27,0.04,0.32,0.46,0
349900,Mosgiel Central,0.04,0.02,0.04,0.35,0.35,0.13,0.37,0.57,0
350000,Seddon Park,0.05,0.04,0.05,0.41,0.43,0.12,0.38,0.58,0
350100,Wingatui,0.02,0.01,0.02,0.25,0.34,0.12,0.13,0.19,0.03
350200,Saddle Hill-Chain Hills,0.03,0.01,0.01,0.18,0.25,0.07,0.11,0.19,0
350300,East Taieri,0.02,0.01,0.01,0.22,0.23,0.06,0.1,0.22,0.11
350400,Halfway Bush,0.04,0.02,0.05,0.28,0.4,0.21,0.21,0.34,0
350500,Helensburgh,0.03,0.01,0.01,0.19,0.31,0.15,0.15,0.26,0.13
350600,Glenleith,0.04,0.01,0.01,0.13,0.45,0.19,0.12,0.33,0.07
350700,Fairfield (Dunedin),0.03,0.01,0.01,0.24,0.24,0.09,0.14,0.26,0.01
350900,Brockville,0.08,0.05,0.05,0.36,0.51,0.22,0.27,0.46,0
351000,Wakari,0.06,0.04,0.05,0.21,0.43,0.21,0.23,0.41,0.11
351100,Abbotsford,0.03,0.02,0.02,0.32,0.28,0.16,0.2,0.32,0
351200,Brighton,0.05,0.03,0.04,0.25,0.33,0.16,0.22,0.36,0
351300,Pine Hill-Dalmore,0.06,0.04,0.03,0.2,0.52,0.24,0.22,0.43,0
351400,Kaikorai-Bradford,0.05,0.02,0.03,0.29,0.43,0.23,0.21,0.34,0.01
351500,Maori Hill,0.02,0,0.01,0.08,0.38,0.13,0.12,0.26,0
351600,Roslyn (Dunedin),0.03,0.01,0.01,0.12,0.43,0.17,0.17,0.3,0.12
351700,North East Valley Chingford,0.09,0.04,0.05,0.14,0.59,0.27,0.18,0.45,0.19
351800,Roseneath-Sawyers Bay,0.04,0.02,0.02,0.24,0.3,0.15,0.21,0.36,0.14
351900,Normanby (Dunedin),0.06,0.03,0.05,0.18,0.47,0.21,0.21,0.4,0.08
352000,North East Valley Knox,0.07,0.01,0.02,0.07,0.8,0.25,0.19,0.53,0.17
352100,Belleknowes,0.03,0.01,0.02,0.13,0.34,0.15,0.14,0.29,0.02
352200,Gardens (Dunedin),0.04,0,0.01,0.02,0.97,0.3,0.13,0.72,0.12
352300,Kenmure,0.03,0.02,0.03,0.21,0.34,0.16,0.17,0.33,0.09
352400,Campus West,0.05,0,0.01,0.02,0.95,0.33,0.09,0.66,0.13
352500,Waldronville,0.03,0.01,0.02,0.27,0.23,0.08,0.12,0.19,0
352600,Green Island,0.05,0.03,0.03,0.33,0.33,0.15,0.26,0.44,0
352700,Port Chalmers,0.08,0.04,0.05,0.24,0.39,0.22,0.26,0.46,0.07
352800,Royal Terrace,0.07,0,0.02,0.04,0.85,0.3,0.17,0.56,0.13
352900,Arthur Street,0.09,0.01,0.03,0.09,0.76,0.25,0.17,0.44,0.09
353000,Opoho,0.03,0.01,0.01,0.1,0.4,0.17,0.12,0.29,0.09
353100,Campus North,0.02,0,0,0.01,0.99,0.3,0.08,0.78,0
353200,Campus South,0.05,0,0,0.01,0.98,0.33,0.09,0.72,0.11
353300,Mornington,0.08,0.03,0.04,0.21,0.51,0.25,0.24,0.38,0.16
353400,Dunedin Central,0.09,0.01,0.04,0.07,0.92,0.19,0.13,0.41,0.04
353500,Maryhill,0.05,0.02,0.02,0.2,0.41,0.22,0.19,0.37,0.08
353600,Ravensbourne-St Leonards,0.06,0.02,0.02,0.16,0.36,0.25,0.15,0.3,0
353700,Harbourside,0.13,0,0,0.13,0.8,0.25,0.17,0.8,0.06
353800,Fernhill (Dunedin),0.13,0.02,0.07,0.18,0.79,0.28,0.3,0.51,0.04
353900,Otago Peninsula,0.1,0.02,0.03,0.2,0.31,0.14,0.29,0.47,0.1
354000,Concord,0.05,0.05,0.03,0.32,0.37,0.19,0.19,0.38,0.15
354100,Calton Hill,0.1,0.06,0.05,0.28,0.53,0.27,0.26,0.45,0.01
354200,Caversham,0.09,0.04,0.07,0.31,0.56,0.21,0.41,0.61,0.04
354300,Hillside-Portsmouth Drive,0.15,0.04,0.11,0.32,0.82,0.11,0.4,0.67,0.12
354400,Kew (Dunedin),0.04,0.02,0.02,0.2,0.37,0.16,0.19,0.4,0.03
354500,Corstorphine,0.09,0.09,0.09,0.35,0.56,0.19,0.3,0.5,0.02
354600,Forbury,0.09,0.05,0.04,0.3,0.53,0.2,0.35,0.51,0.02
354700,Bathgate Park,0.11,0.05,0.1,0.4,0.64,0.2,0.52,0.74,0.04
354800,St Clair,0.03,0.01,0.02,0.15,0.36,0.12,0.14,0.27,0.09
354900,Waverley (Dunedin),0.02,0.01,0.01,0.15,0.3,0.11,0.13,0.25,0.01
355000,Macandrew Bay-Company Bay,0.03,0.01,0.02,0.12,0.25,0.14,0.1,0.28,0.12
355100,Broad Bay-Portobello,0.04,0.02,0.01,0.15,0.29,0.15,0.13,0.37,0.09
355200,St Kilda South,0.08,0.04,0.06,0.29,0.52,0.21,0.3,0.48,0
355300,Musselburgh,0.04,0.03,0.05,0.21,0.4,0.18,0.18,0.38,0.11
355400,Shiel Hill,0.03,0.01,0.01,0.15,0.29,0.15,0.12,0.23,0
355500,St Kilda North,0.06,0.03,0.05,0.29,0.44,0.19,0.37,0.55,0
355600,Andersons Bay,0.04,0.02,0.01,0.17,0.33,0.15,0.16,0.29,0.07
355700,Tainui,0.04,0.03,0.03,0.2,0.36,0.17,0.17,0.3,0.08
355800,West Otago,0.02,0.02,0.01,0.31,0.36,0.15,0.24,0.38,0
355900,Tuapeka,0.04,0.02,0.02,0.3,0.39,0.18,0.24,0.48,0
356000,Clinton,0.04,0.02,0.02,0.36,0.42,0.23,0.26,0.33,0.08
356100,Clutha Valley,0.02,0.01,0.01,0.25,0.48,0.18,0.21,0.22,0
356200,Bruce,0.03,0.01,0.02,0.33,0.3,0.18,0.21,0.34,0.07
356300,Catlins,0.07,0.01,0.03,0.34,0.3,0.18,0.31,0.42,0.13
356400,Milton,0.07,0.03,0.04,0.43,0.39,0.21,0.36,0.49,0
356500,Balclutha South,0.07,0.02,0.04,0.34,0.37,0.17,0.39,0.49,0.1
356600,Balclutha North,0.05,0.02,0.02,0.37,0.34,0.16,0.31,0.4,0
356700,Benhar-Stirling,0.06,0.03,0.01,0.38,0.27,0.18,0.25,0.33,0.11
356800,Kaitangata-Matau,0.1,0.03,0.03,0.45,0.4,0.22,0.33,0.39,0.15
357300,Mararoa,0.01,0.01,0.01,0.26,0.41,0.1,0.22,0,0
357500,Te Anau,0.03,0.02,0.01,0.24,0.48,0.08,0.21,0,0.1
357600,Whitestone,0,0,0,0.23,0.28,0.08,0.11,0.34,0
357700,Mossburn,0.03,0.01,0,0.29,0.5,0.14,0.23,0.18,0
357900,Longwood Forest,0.05,0.01,0.03,0.33,0.36,0.17,0.35,0,0
358000,Ohai-Nightcaps,0.08,0.04,0.04,0.41,0.43,0.18,0.4,0.39,0.01
358100,Riversdale-Piano Flat,0.01,0.01,0.01,0.29,0.37,0.12,0.28,0.42,0.04
358200,Lumsden-Balfour,0.03,0.02,0.01,0.33,0.38,0.14,0.29,0.3,0.06
358300,Oreti River,0.02,0.01,0.01,0.29,0.35,0.13,0.17,0.31,0.09
358400,Otautau,0.05,0.02,0.02,0.36,0.38,0.18,0.24,0.24,0.11
358500,Hedgehope,0.02,0,0.01,0.31,0.39,0.16,0.19,0.32,0.03
358600,Winton,0.02,0.02,0.02,0.39,0.3,0.1,0.35,0.19,0.02
358700,Waianiwa,0.02,0.01,0,0.28,0.38,0.13,0.19,0.44,0.04
358800,Riverton,0.07,0.03,0.03,0.39,0.29,0.14,0.38,0.17,0.11
358900,Wallacetown,0.05,0.02,0.01,0.34,0.3,0.12,0.21,0.46,0.03
359000,Grove Bush,0.04,0.01,0.01,0.31,0.32,0.11,0.21,0.24,0.03
359100,Edendale-Woodlands,0.02,0.01,0.01,0.31,0.38,0.18,0.21,0.22,0
359300,Stewart Island,0.05,0.02,0.01,0.21,0.39,0.23,0.25,0,0
359400,Awarua Plains,0.04,0.01,0.01,0.32,0.43,0.18,0.22,0.4,0
359500,Wyndham-Catlins,0.05,0.01,0.01,0.36,0.34,0.21,0.26,0.24,0.12
359600,Waikaka,0.01,0.01,0.01,0.27,0.36,0.16,0.18,0.35,0.09
359700,Waimumu-Kaiwera,0.02,0.01,0,0.32,0.33,0.14,0.17,0.26,0.11
359800,Gore North,0.04,0.02,0.02,0.31,0.29,0.14,0.27,0.22,0.05
359900,Gore West,0.03,0.02,0.03,0.34,0.34,0.13,0.28,0.42,0
360000,East Gore,0.09,0.05,0.05,0.42,0.4,0.16,0.31,0.4,0.18
360100,Gore Central,0.08,0.02,0.08,0.55,0.52,0.14,0.52,0.45,0.07
360200,Gore Main,0.04,0.01,0.04,0.4,0.36,0.1,0.44,0.71,0.02
360300,Gore South,0.05,0.03,0.06,0.41,0.36,0.19,0.31,0.59,0.12
360400,Mataura,0.16,0.04,0.05,0.51,0.38,0.26,0.39,0.48,0.25
360500,West Plains-Makarewa,0.05,0.01,0.03,0.35,0.28,0.13,0.23,0.52,0.11
360600,Prestonville-Grasmere,0.06,0.03,0.03,0.37,0.38,0.16,0.29,0.25,0.01
360700,Donovan Park,0.03,0.01,0.01,0.35,0.3,0.07,0.26,0.39,0
360800,Myross Bush,0.03,0.01,0,0.27,0.21,0.08,0.09,0.4,0.11
360900,Otatara,0.02,0.01,0.01,0.21,0.21,0.11,0.11,0.12,0.09
361000,Invercargill Central,0.13,0.02,0.07,0.32,0.71,0.21,0.45,0.17,0.14
361100,Gladstone (Invercargill),0.03,0.01,0.01,0.19,0.29,0.11,0.19,0.67,0
361200,Rosedale,0.02,0.01,0.01,0.19,0.25,0.07,0.17,0.27,0.1
361300,Avenal,0.09,0.02,0.03,0.28,0.43,0.18,0.29,0.25,0.13
361400,Hargest,0.03,0.02,0.02,0.24,0.26,0.14,0.17,0.44,0
361500,Windsor (Invercargill),0.04,0.02,0.03,0.3,0.34,0.13,0.34,0.27,0.06
361600,Richmond (Invercargill),0.07,0.03,0.04,0.28,0.41,0.16,0.3,0.47,0.1
361700,Glengarry,0.1,0.05,0.04,0.37,0.48,0.21,0.37,0.42,0.16
361900,Turnbull Thompson Park,0.07,0.03,0.03,0.33,0.38,0.18,0.28,0,0.06
362000,Crinan,0.21,0.07,0.09,0.41,0.7,0.25,0.47,0.35,0.26
362100,Georgetown,0.12,0.07,0.05,0.37,0.49,0.25,0.33,0.68,0.19
362200,Kew (Invercargill),0.14,0.08,0.07,0.4,0.46,0.23,0.4,0.52,0.23
362300,Kennington-Tisbury,0.05,0.01,0.01,0.31,0.25,0.08,0.18,0.56,0.03
362400,Newfield,0.06,0.04,0.04,0.36,0.39,0.16,0.31,0.23,0.13
362500,Strathern,0.09,0.06,0.05,0.4,0.45,0.21,0.4,0.43,0.15
362600,Elizabeth Park,0.08,0.07,0.04,0.41,0.5,0.2,0.29,0.52,0.03
362700,Aurora,0.15,0.1,0.04,0.45,0.49,0.21,0.32,0.48,0.11
362800,Moulson,0.11,0.05,0.07,0.45,0.38,0.22,0.26,0.47,0.17
362900,Kingswell,0.09,0.06,0.05,0.43,0.4,0.18,0.34,0.49,0.13
363000,Clifton,0.12,0.07,0.05,0.45,0.48,0.19,0.35,0.44,0.05
363100,Woodend-Greenhills (Invercargill),0.09,0.03,0.04,0.4,0.36,0.16,0.3,0.49,0.1
363300,Bluff,0.1,0.04,0.04,0.43,0.34,0.22,0.41,0,0.07
