SA2_2018_Code,SA2_2018_Name,JSS_PC,SPS_PC,MTB_PC,No_Quals_PC,No_Own_PC,Damp_Mould_PC,No_Int_PC,Inc_Leq_50k_PC,Crowded_PC
240200,Postgate,0.03,0.02,0.01,0.16,0.41,0.17,0.08,0.33,0.07
240300,Ascot Park,0.09,0.06,0.02,0.33,0.59,0.34,0.24,0,0.08
240400,Whitby,0.02,0.01,0.01,0.13,0.34,0.14,0.07,0.18,0
240500,Porirua East,0.13,0.08,0.04,0.37,0.7,0.35,0.35,0.15,0.14
240600,Endeavour,0.01,0.01,0.01,0.12,0.27,0.05,0.03,0.21,0
240700,Cannons Creek North,0.18,0.11,0.04,0.36,0.83,0.48,0.49,0.36,0.28
240800,Waitangirua,0.15,0.1,0.03,0.41,0.81,0.5,0.48,0.39,0.09
240900,Ranui Heights (Porirua),0.06,0.04,0.05,0.27,0.49,0.22,0.22,0.37,0.11
241000,Cannons Creek East,0.16,0.08,0.04,0.4,0.77,0.49,0.47,0.12,0.11
241100,Cannons Creek South,0.15,0.07,0.03,0.35,0.75,0.49,0.43,0.22,0.16
241200,Akatarawa,0.02,0.01,0.01,0.15,0.3,0.15,0.15,0.15,0.11
241300,Riverstone Terraces,0.01,0,0,0.16,0.29,0.05,0.05,0,0.09
241400,Heretaunga,0.03,0.02,0.02,0.2,0.41,0.17,0.22,0.2,0
241500,Birchville-Brown Owl,0.04,0.04,0.02,0.26,0.33,0.18,0.16,0.5,0.13
241600,Poets Block,0.05,0.03,0.01,0.26,0.37,0.17,0.22,0.17,0.13
241700,Brentwood (Upper Hutt),0.09,0.06,0.04,0.26,0.52,0.21,0.22,0.18,0.16
241800,Silverstream (Upper Hutt),0.02,0.02,0.01,0.14,0.33,0.13,0.13,0.14,0.08
241900,Elderslea,0.05,0.03,0.04,0.28,0.42,0.18,0.29,0.29,0.08
242000,Trentham North,0.07,0.04,0.03,0.29,0.5,0.21,0.31,0.19,0.08
242100,Totara Park,0.03,0.04,0.02,0.26,0.37,0.18,0.16,0.44,0.07
242200,Trentham South,0.06,0.01,0.01,0.27,0.76,0.05,0.26,0.08,0.02
242300,Mangaroa,0.02,0.01,0.01,0.18,0.27,0.08,0.07,0.51,0.04
242400,Ebdentown,0.05,0.03,0.04,0.31,0.43,0.2,0.33,0.44,0.15
242500,Wallaceville,0.06,0.04,0.02,0.24,0.49,0.2,0.27,0.25,0
242600,Maoribank,0.06,0.06,0.03,0.28,0.46,0.2,0.21,0.45,0.07
242700,Te Marua,0.03,0.03,0.01,0.23,0.28,0.16,0.16,0.41,0
242800,Pinehaven,0.02,0.01,0.01,0.12,0.28,0.23,0.09,0.18,0
242900,Clouston Park,0.06,0.03,0.04,0.3,0.41,0.21,0.26,0.08,0
243000,Upper Hutt Central,0.04,0.02,0.02,0.27,0.55,0.08,0.13,0.33,0
243100,Belmont Park,0.01,0.01,0,0.12,0.35,0.19,0.06,0.24,0.09
243200,Maungaraki,0.03,0.01,0.01,0.13,0.36,0.23,0.1,0.32,0.03
243300,Korokoro,0.04,0.01,0.01,0.11,0.35,0.24,0.08,0.33,0
243400,Kelson,0.02,0.02,0.01,0.13,0.34,0.2,0.08,0.21,0
243500,Normandale,0.02,0.01,0,0.11,0.31,0.24,0.08,0.4,0
243600,Belmont (Lower Hutt),0.03,0.01,0,0.14,0.32,0.17,0.08,0.44,0.05
243700,Petone Central,0.07,0.03,0.01,0.19,0.62,0.2,0.21,0.26,0.06
243800,Tirohanga,0.02,0.01,0,0.12,0.3,0.15,0.06,0.57,0.08
243900,Manor Park,0.04,0.03,0.04,0.29,0.42,0.12,0.19,0.13,0.06
244000,Alicetown-Melling,0.05,0.03,0.02,0.2,0.53,0.24,0.2,0.47,0
244100,Taita North,0.13,0.07,0.05,0.39,0.72,0.29,0.41,0.39,0.19
244200,Boulcott,0.04,0.02,0.01,0.2,0.4,0.15,0.17,0.27,0.03
244300,Hutt Central-North,0.05,0.02,0.02,0.12,0.53,0.16,0.15,0.22,0.14
244400,Avalon West,0.05,0.02,0.02,0.24,0.37,0.15,0.26,0.18,0.02
244500,Stokes Valley Central,0.05,0.05,0.03,0.3,0.43,0.26,0.21,0.39,0.03
244600,Taita South,0.11,0.07,0.04,0.36,0.64,0.29,0.39,0.18,0.12
244700,Petone East,0.06,0.03,0.03,0.21,0.56,0.16,0.25,0.2,0.08
244800,Hutt Central-South,0.02,0.01,0.01,0.16,0.35,0.11,0.15,0.17,0.08
244900,Stokes Valley North,0.04,0.04,0.01,0.27,0.39,0.21,0.18,0.17,0.01
245000,Petone Esplanade,0.07,0.03,0.03,0.19,0.55,0.2,0.24,0.16,0.05
245100,Epuni West,0.05,0.02,0.04,0.22,0.53,0.2,0.23,0.15,0.09
245200,Avalon East,0.1,0.05,0.06,0.3,0.57,0.23,0.32,0.15,0.02
245300,Woburn,0.03,0.02,0.01,0.14,0.4,0.12,0.16,0.22,0.01
245400,Naenae Central,0.11,0.07,0.05,0.34,0.66,0.27,0.4,0.09,0.16
245500,Waterloo West,0.03,0.02,0.02,0.18,0.39,0.19,0.21,0.25,0.13
245600,Epuni East,0.07,0.04,0.03,0.23,0.51,0.22,0.25,0.28,0.01
245700,Gracefield,0.06,0,0,0.29,0.65,0.28,0.36,0.43,0.08
245800,Moera,0.1,0.06,0.05,0.31,0.71,0.32,0.4,0.29,0.18
245900,Delaney,0.1,0.07,0.05,0.34,0.56,0.33,0.35,0.28,0.1
246000,Waiwhetu,0.06,0.03,0.03,0.22,0.54,0.21,0.27,0.39,0.02
246100,Waterloo East,0.05,0.03,0.03,0.18,0.39,0.17,0.17,0.26,0.08
246200,Naenae North,0.11,0.06,0.04,0.37,0.66,0.29,0.38,0.44,0.16
246300,Manuka,0.03,0.03,0.01,0.23,0.3,0.21,0.15,0.35,0.1
246400,Naenae South,0.12,0.09,0.04,0.35,0.64,0.31,0.35,0.24,0.2
246600,Arakura,0.08,0.06,0.03,0.35,0.46,0.28,0.33,0.32,0.06
246700,Eastern Bays (Lower Hutt),0.01,0,0,0.06,0.31,0.13,0.07,0.36,0
246800,Pencarrow,0.04,0.02,0.01,0.24,0.33,0.16,0.2,0.46,0
246900,Wainuiomata West,0.06,0.05,0.02,0.3,0.43,0.25,0.22,0.25,0
247000,Glendale,0.08,0.07,0.03,0.36,0.46,0.24,0.29,0.48,0
247100,Wainuiomata Central,0.07,0.03,0.02,0.32,0.39,0.23,0.26,0.3,0.01
247200,Eastbourne,0.01,0.01,0.01,0.08,0.29,0.1,0.12,0.31,0.04
247300,Homedale East,0.06,0.04,0.02,0.31,0.42,0.27,0.26,0.35,0.09
247400,Homedale West,0.07,0.06,0.03,0.31,0.42,0.26,0.29,0.51,0.15
247500,Makara-Ohariu,0.03,0.02,0.02,0.18,0.4,0.13,0.18,0.43,0.09
247600,Tawa North,0.06,0.03,0.02,0.18,0.45,0.26,0.16,0.36,0
247700,Linden,0.07,0.04,0.03,0.22,0.52,0.26,0.23,0.28,0
247800,Tawa South,0.03,0.01,0.01,0.14,0.36,0.17,0.08,0.45,0.09
247900,Tawa Central,0.04,0.02,0.01,0.17,0.42,0.23,0.19,0.24,0.08
248000,Grenada North,0.04,0.01,0.01,0.16,0.36,0.16,0.08,0.41,0.11
248100,Churton Park North,0.01,0.01,0,0.08,0.36,0.08,0.04,0,0.08
248200,Takapu-Horokiwi,0.02,0,0,0.14,0.33,0.19,0.1,0.35,0
248300,Churton Park South,0.02,0.01,0.01,0.1,0.38,0.15,0.09,0.15,0.11
248400,Johnsonville West,0.04,0.01,0.01,0.14,0.41,0.2,0.11,0.21,0
248500,Grenada Village,0.03,0.02,0,0.14,0.37,0.13,0.09,0.3,0
248600,Johnsonville North,0.04,0.01,0.01,0.12,0.43,0.23,0.12,0.29,0.11
248700,Paparangi,0.04,0.02,0.01,0.17,0.43,0.22,0.13,0.38,0.05
248800,Ngaio North,0.03,0.01,0,0.08,0.34,0.21,0.06,0.25,0.05
248900,Johnsonville Central,0.07,0.03,0.03,0.17,0.61,0.26,0.22,0.33,0.1
249000,Broadmeadows,0.03,0.01,0.01,0.1,0.38,0.23,0.1,0.35,0
249100,Crofton Downs,0.02,0.01,0.01,0.07,0.39,0.22,0.08,0.15,0
249200,Johnsonville South,0.04,0.02,0.02,0.18,0.53,0.23,0.19,0.26,0.14
249300,Khandallah Reserve,0.01,0.01,0.01,0.06,0.3,0.16,0.05,0.32,0
249400,Karori Park,0.05,0.02,0.01,0.11,0.45,0.27,0.12,0.15,0
249500,Newlands North,0.06,0.02,0.01,0.17,0.47,0.28,0.14,0.29,0.09
249600,Ngaio South,0.02,0.01,0.01,0.07,0.34,0.18,0.08,0.15,0
249700,Newlands South,0.05,0.03,0.01,0.16,0.43,0.24,0.13,0.11,0.1
249800,Woodridge,0.03,0.01,0,0.08,0.34,0.12,0.07,0.07,0.04
249900,Karori North,0.02,0.01,0,0.05,0.35,0.2,0.07,0.15,0.02
250000,Khandallah North,0.01,0,0,0.06,0.32,0.15,0.08,0.19,0.01
250100,Wilton,0.03,0.02,0.02,0.07,0.48,0.26,0.1,0.1,0.06
250200,Khandallah South,0.02,0.01,0.01,0.07,0.34,0.16,0.09,0.21,0
250300,Wadestown,0.02,0,0.01,0.04,0.4,0.21,0.07,0.23,0.06
250400,Karori South,0.03,0.01,0.01,0.08,0.41,0.22,0.09,0.13,0.01
250500,Onslow,0.03,0.01,0.01,0.07,0.41,0.2,0.07,0.34,0.09
250600,Karori East,0.02,0,0.01,0.06,0.39,0.18,0.09,0.14,0.02
250700,Pipitea-Kaiwharawhara,0.01,0.01,0.01,0.05,0.6,0.12,0.1,0.17,0
250800,Northland (Wellington),0.04,0.01,0.01,0.04,0.52,0.28,0.09,0.27,0.11
250900,Thorndon,0.03,0,0.01,0.04,0.68,0.21,0.13,0.13,0
251000,Wellington Botanic Gardens,0.03,0,0.01,0.02,0.8,0.26,0.08,0.22,0
251100,Kelburn,0.04,0,0,0.03,0.57,0.27,0.07,0.21,0.12
251200,Aro Valley,0.1,0.01,0.01,0.05,0.73,0.33,0.14,0.15,0.04
251300,Wellington University,0.04,0,0.01,0.03,0.7,0.31,0.05,0.19,0.04
251400,Wellington Central,0.04,0,0,0.03,0.79,0.16,0.09,0.1,0
251500,Brooklyn North,0.04,0.01,0,0.07,0.48,0.24,0.06,0.18,0.11
251600,Dixon Street,0.07,0.01,0.02,0.04,0.84,0.18,0.16,0.14,0
251700,Vivian West,0.06,0,0,0.03,0.88,0.16,0.11,0.21,0.1
251800,Courtenay,0.03,0,0.01,0.05,0.74,0.1,0.1,0.12,0.06
251900,Brooklyn East,0.05,0.01,0.01,0.06,0.5,0.27,0.1,0.1,0
252000,Mount Cook West,0.13,0.02,0.03,0.1,0.88,0.22,0.26,0.17,0.09
252100,Vivian East,0.04,0.01,0,0.04,0.75,0.12,0.09,0.14,0
252200,Brooklyn South,0.06,0.02,0.01,0.09,0.56,0.24,0.11,0.15,0.14
252300,Oriental Bay,0.03,0,0,0.06,0.54,0.13,0.12,0.13,0.06
252400,Mount Cook East,0.07,0,0.01,0.03,0.88,0.24,0.12,0.15,0.08
252500,Mount Victoria,0.06,0.01,0.01,0.05,0.75,0.27,0.11,0.19,0.05
252600,Roseneath (Wellington),0.05,0,0.01,0.04,0.55,0.22,0.09,0.2,0.12
252700,Owhiro Bay,0.05,0.03,0.02,0.18,0.48,0.18,0.13,0.2,0.08
252800,Kingston-Mornington-Vogeltown,0.06,0.02,0.02,0.11,0.53,0.28,0.16,0.31,0.12
252900,Newtown North,0.09,0.01,0.02,0.12,0.74,0.31,0.16,0.21,0.06
253000,Newtown West,0.11,0.01,0.02,0.12,0.8,0.25,0.19,0.25,0.04
253100,Hataitai North,0.04,0.01,0.01,0.07,0.59,0.27,0.11,0.13,0.03
253200,Evans Bay,0.03,0.01,0,0.06,0.54,0.19,0.08,0.29,0
253300,Berhampore,0.1,0.03,0.04,0.19,0.68,0.25,0.25,0.25,0.07
253400,Hataitai South,0.04,0.02,0.01,0.09,0.57,0.28,0.15,0.15,0
253500,Maupuia,0.08,0.02,0.02,0.23,0.56,0.23,0.15,0.17,0.09
253600,Newtown South,0.16,0.03,0.04,0.2,0.76,0.24,0.26,0.36,0.24
253700,Kilbirnie Central,0.08,0.01,0.03,0.18,0.6,0.23,0.31,0.2,0.09
253800,Island Bay West,0.05,0.02,0.02,0.13,0.46,0.18,0.13,0.18,0.05
253900,Melrose,0.05,0.02,0.01,0.08,0.47,0.27,0.12,0.16,0.1
254000,Island Bay East,0.05,0.01,0.02,0.14,0.46,0.18,0.14,0.3,0.04
254100,Miramar North,0.07,0.04,0.02,0.25,0.54,0.23,0.2,0.18,0.12
254200,Kilbirnie East,0.11,0.03,0.04,0.25,0.64,0.19,0.29,0.13,0.16
254300,Lyall Bay,0.06,0.02,0.03,0.17,0.54,0.19,0.21,0.18,0.14
254400,Miramar Central,0.08,0.03,0.04,0.26,0.55,0.17,0.3,0.22,0.03
254500,Southgate,0.05,0.02,0.02,0.13,0.4,0.18,0.09,0.25,0.04
254600,Karaka Bay-Worser Bay,0.02,0.01,0.01,0.08,0.37,0.14,0.08,0.29,0.06
254700,Houghton Bay,0.05,0.02,0.02,0.11,0.48,0.23,0.1,0.16,0.09
254800,Miramar East,0.03,0.01,0,0.14,0.4,0.17,0.13,0.15,0
254900,Miramar South,0.06,0.02,0.03,0.23,0.52,0.17,0.22,0.4,0.05
255000,Rongotai,0.13,0.13,0.07,0.27,0.67,0.29,0.13,0.21,0.05
255100,Strathmore (Wellington),0.08,0.04,0.02,0.23,0.55,0.26,0.23,0.26,0.04
255200,Seatoun,0.02,0.01,0.01,0.11,0.32,0.09,0.09,0.41,0.03
255300,Kopuaranga,0.04,0.01,0.02,0.22,0.34,0.18,0.18,0.38,0
255400,Upper Plain,0.02,0.01,0.02,0.21,0.32,0.1,0.19,0.19,0.04
255500,Opaki,0.02,0,0.02,0.2,0.28,0.06,0.11,0.17,0.03
255600,Ngaumutawa,0.04,0.05,0.04,0.33,0.38,0.17,0.35,0.19,0
255700,Solway North,0.04,0.03,0.04,0.35,0.36,0.16,0.34,0.31,0
255800,Lansdowne West,0.05,0.02,0.05,0.28,0.36,0.16,0.31,0.38,0.12
255900,Masterton Central,0.12,0.06,0.07,0.37,0.63,0.18,0.53,0.27,0.1
256000,Kuripuni,0.03,0.03,0.05,0.28,0.43,0.15,0.27,0.38,0
256100,Douglas Park,0.07,0.05,0.03,0.31,0.43,0.17,0.33,0.21,0.12
256200,Solway South,0.05,0.05,0.05,0.36,0.37,0.2,0.35,0.13,0.07
256300,Lansdowne East,0.03,0.03,0.03,0.3,0.38,0.18,0.31,0.21,0.02
256400,Cameron and Soldiers Park,0.07,0.04,0.06,0.35,0.43,0.16,0.41,0.17,0.17
256500,Whareama,0.02,0.01,0.02,0.23,0.43,0.17,0.27,0.3,0.05
256600,Homebush-Te Ore Ore,0.01,0.02,0,0.21,0.33,0.09,0.14,0.43,0.06
256700,McJorrow Park,0.12,0.11,0.07,0.5,0.61,0.28,0.49,0.34,0.18
256800,Mount Holdsworth,0.02,0.01,0.02,0.26,0.29,0.13,0.22,0.15,0
256900,Carterton North,0.06,0.04,0.03,0.35,0.37,0.12,0.34,0.29,0.15
257000,Kokotau,0.02,0.01,0.01,0.24,0.37,0.1,0.14,0.26,0
257100,Carterton South,0.05,0.04,0.04,0.34,0.34,0.13,0.29,0.22,0.03
257200,Gladstone (Carterton District),0.02,0.01,0.01,0.19,0.36,0.13,0.17,0.5,0
257300,Tauherenikau,0.02,0.02,0.01,0.22,0.26,0.1,0.17,0.47,0.1
257400,Kahutara,0.03,0.02,0.03,0.28,0.5,0.15,0.18,0.43,0.06
257500,Featherston,0.07,0.04,0.05,0.34,0.36,0.15,0.35,0.55,0
257700,Greytown,0.04,0.03,0.02,0.26,0.3,0.1,0.25,0.49,0.12
257800,Aorangi Forest,0.03,0.01,0.01,0.24,0.39,0.13,0.17,0.45,0
257900,Martinborough,0.03,0.04,0.02,0.27,0.33,0.09,0.28,0.43,0
300300,Golden Bay/Mohua,0.07,0.03,0.03,0.22,0.39,0.17,0.3,0.55,0
300500,Takaka,0.05,0.04,0.04,0.29,0.38,0.16,0.3,0.41,0.04
300600,Pohara-Abel Tasman,0.06,0.04,0.02,0.18,0.33,0.13,0.28,0.36,0.11
300700,Takaka Hills,0.08,0.03,0.02,0.28,0.39,0.12,0.31,0.4,0.02
300800,Kaiteriteri-Riwaka,0.07,0.02,0.02,0.25,0.38,0.16,0.23,0.36,0
300900,Upper Moutere,0.06,0.04,0.04,0.2,0.31,0.14,0.21,0.54,0.05
301000,Lower Moutere,0.08,0.03,0.03,0.26,0.44,0.15,0.27,0.44,0.01
301100,Motueka North,0.09,0.05,0.04,0.36,0.41,0.14,0.36,0.49,0.07
301200,Motueka West,0.09,0.04,0.04,0.34,0.43,0.17,0.31,0,0.13
301300,Motueka East,0.05,0.03,0.04,0.3,0.35,0.1,0.31,0.37,0.14
301500,Golden Downs,0.04,0.04,0.04,0.31,0.38,0.14,0.25,0.31,0.08
301600,Moutere Hills,0.04,0.02,0.02,0.2,0.34,0.09,0.16,0.4,0
301700,Ruby Bay-Mapua,0.04,0.02,0.02,0.17,0.28,0.09,0.14,0,0.08
301800,Murchison-Nelson Lakes,0.02,0.03,0.02,0.25,0.39,0.13,0.31,0.29,0.1
302000,Islands Waimea Inlet,0.04,0,0.04,0.16,0.52,0.11,0.27,0.3,0.06
302100,Waimea West,0.02,0.01,0.01,0.17,0.34,0.1,0.11,0.29,0
302200,Appleby,0.03,0.02,0.03,0.24,0.41,0.12,0.24,0.56,0.08
302300,Wakefield,0.03,0.03,0.03,0.24,0.3,0.1,0.17,0.26,0.12
302400,Richmond West,0.05,0.03,0.05,0.38,0.39,0.13,0.38,0.26,0
302500,Wakefield Rural,0.02,0.01,0.02,0.22,0.32,0.16,0.19,0.29,0.09
302600,Brightwater,0.02,0.01,0.02,0.25,0.29,0.09,0.17,0.49,0
302700,Hope,0.02,0.01,0.02,0.25,0.32,0.12,0.19,0.44,0
302800,Richmond Central,0.06,0.05,0.03,0.34,0.45,0.17,0.35,0.25,0
302900,Ben Cooper Park,0.03,0.02,0.04,0.32,0.33,0.12,0.26,0.33,0.08
303000,Richmond South,0.01,0.01,0.02,0.2,0.31,0.11,0.17,0.28,0
303100,Wilkes Park,0.02,0.02,0.02,0.25,0.29,0.08,0.19,0.37,0.03
303200,Templemore,0.02,0.01,0.02,0.21,0.31,0.03,0.1,0.37,0
303300,Easby Park,0.03,0.03,0.02,0.27,0.35,0.14,0.24,0.14,0.08
303400,Fairose,0.02,0.01,0.01,0.17,0.27,0.03,0.16,0.23,0
303500,Aniseed Valley,0.01,0,0,0.1,0.3,0.09,0.12,0.33,0.09
303600,Nelson Rural,0.03,0.02,0.03,0.17,0.33,0.11,0.13,0.35,0.11
303700,Inlets Nelson City,0,0,0,0,0,0.21,0,0,0.02
303800,Marybank,0.02,0.01,0.01,0.19,0.25,0.08,0.13,0.33,0.06
304000,Nelson Airport,0.13,0.04,0.04,0.3,0.65,0.22,0.42,0.36,0.11
304100,Tahunanui,0.06,0.05,0.05,0.3,0.52,0.21,0.34,0.31,0.03
304200,Britannia,0.06,0.04,0.03,0.16,0.46,0.17,0.17,0.42,0.07
304300,Atawhai,0.03,0.02,0.02,0.18,0.31,0.1,0.12,0.37,0.03
304400,Broadgreen-Monaco,0.04,0.03,0.05,0.27,0.39,0.15,0.23,0.29,0.12
304500,Washington,0.07,0.05,0.04,0.25,0.51,0.22,0.23,0.45,0.16
304600,Tahuna Hills,0.03,0.02,0.02,0.2,0.39,0.11,0.14,0.51,0
304700,Nelson Central-Trafalgar,0.07,0.04,0.06,0.21,0.68,0.14,0.3,0.48,0.13
304800,The Wood,0.05,0.03,0.08,0.26,0.49,0.12,0.31,0.39,0
304900,Toi Toi,0.1,0.07,0.07,0.3,0.52,0.25,0.3,0.45,0.17
305000,Nayland,0.04,0.04,0.04,0.29,0.37,0.16,0.25,0.45,0.05
305100,Aldinga,0.03,0.02,0.03,0.31,0.32,0.08,0.22,0.34,0
305200,Victory,0.07,0.05,0.08,0.3,0.53,0.25,0.3,0.41,0.03
305300,Rutherford,0.04,0.03,0.03,0.14,0.47,0.16,0.17,0.39,0
305400,Maitlands,0.04,0.03,0.03,0.23,0.37,0.13,0.21,0.43,0.1
305500,Maitai,0.04,0.03,0.03,0.12,0.4,0.18,0.18,0.29,0.14
305600,Grampians,0.06,0.05,0.05,0.27,0.56,0.19,0.26,0.41,0
305700,Saxton,0,0,0.18,0.33,0.42,0,0.13,0.43,0
305800,Suffolk,0.04,0.02,0.03,0.28,0.34,0.07,0.2,0.29,0.1
305900,Omaio,0.05,0.04,0.05,0.35,0.51,0.13,0.32,0.28,0.04
306000,Enner Glynn,0.03,0.03,0.03,0.22,0.37,0.13,0.16,0.37,0.02
306100,Daelyn,0.04,0.04,0.04,0.25,0.29,0.02,0.08,0,0.03
306200,The Brook,0.06,0.05,0.04,0.21,0.4,0.21,0.2,0.42,0
306300,Marlborough Sounds West,0.03,0.02,0.04,0.32,0.36,0.14,0.28,0,0.01
306500,Marlborough Sounds East,0.03,0.01,0.03,0.25,0.31,0.08,0.24,0.22,0.02
306600,Upper Wairau,0.01,0,0.02,0.2,0.31,0.07,0.18,0.36,0
306700,Waikawa (Picton),0.02,0.01,0.03,0.26,0.31,0.08,0.18,0.52,0.06
306800,Waitohi (Picton),0.04,0.03,0.04,0.3,0.37,0.14,0.32,0.25,0.04
306900,Tuamarina,0.03,0.01,0.04,0.25,0.28,0.08,0.19,0.32,0.1
307000,Awatere,0.02,0.02,0.02,0.28,0.39,0.12,0.23,0.28,0.05
307100,Renwick,0.02,0.01,0.01,0.31,0.31,0.07,0.2,0.2,0
307200,Lower Wairau,0.02,0.01,0.01,0.2,0.35,0.1,0.15,0.2,0
307300,Woodbourne,0.01,0.01,0.01,0.14,0.55,0.11,0.13,0.3,0
307400,Spring Creek-Grovetown,0.03,0.02,0.04,0.34,0.33,0.14,0.23,0.35,0.03
307500,Springlands,0.02,0.02,0.01,0.26,0.38,0.08,0.19,0.42,0.07
307600,Yelverton,0.02,0.02,0.03,0.29,0.41,0.1,0.26,0.43,0
307700,Mayfield,0.04,0.05,0.04,0.31,0.49,0.14,0.33,0.39,0.1
307800,Whitney West,0.03,0.03,0.03,0.28,0.4,0.12,0.29,0.46,0
307900,Blenheim Central,0.07,0.04,0.04,0.34,0.57,0.15,0.36,0.42,0.01
308000,Riversdale-Islington,0.04,0.04,0.03,0.34,0.45,0.15,0.3,0.46,0.13
308100,Whitney East,0.03,0.03,0.04,0.27,0.42,0.1,0.27,0.48,0.11
308200,Redwoodtown West,0.03,0.02,0.03,0.3,0.43,0.1,0.35,0.33,0
308300,Witherlea West,0.01,0.02,0.02,0.28,0.32,0.06,0.18,0.46,0.06
308400,Redwoodtown East,0.03,0.03,0.04,0.31,0.38,0.11,0.33,0.17,0.09
308500,Riverlands,0.03,0.01,0.03,0.24,0.39,0.05,0.16,0.34,0
308600,Witherlea East,0.02,0.02,0.02,0.26,0.29,0.09,0.19,0,0.12
308800,Kaikoura Ranges,0.03,0.01,0.02,0.3,0.36,0.16,0.23,0.64,0.09
308900,Kaikoura,0.04,0.03,0.03,0.32,0.46,0.15,0.31,0,0
309000,Karamea,0.11,0.03,0.06,0.34,0.3,0.23,0.29,0.61,0.07
309200,Westport North,0.1,0.05,0.03,0.4,0.41,0.18,0.36,0.59,0.04
309300,Westport Rural,0.05,0.02,0.02,0.33,0.33,0.1,0.2,0.65,0.05
309400,Westport South,0.08,0.04,0.05,0.39,0.37,0.19,0.34,0.42,0
309500,Buller Coalfields,0.16,0.06,0.08,0.37,0.31,0.22,0.38,0.49,0.25
309600,Charleston (Buller District),0.06,0.02,0.03,0.3,0.44,0.15,0.28,0.6,0
309700,Inangahua,0.1,0.02,0.04,0.37,0.46,0.18,0.29,0.54,0.18
309800,Reefton,0.05,0.04,0.06,0.4,0.4,0.2,0.35,0.56,0.08
309900,Barrytown,0.06,0.03,0.06,0.3,0.34,0.16,0.26,0.58,0
310000,Runanga,0.08,0.03,0.08,0.39,0.32,0.22,0.35,0.5,0.07
310100,Cobden,0.09,0.06,0.09,0.43,0.49,0.25,0.36,0.52,0.04
310200,Blaketown,0.04,0.04,0.06,0.42,0.39,0.2,0.35,0.54,0
310300,Greymouth Central,0.05,0.02,0.04,0.33,0.54,0.14,0.35,0.36,0.11
310400,King Park,0.05,0.04,0.06,0.34,0.5,0.22,0.4,0.33,0.11
310500,Marsden,0.03,0.02,0.05,0.27,0.35,0.17,0.21,0.28,0.06
310600,Karoro,0.02,0.01,0.02,0.28,0.26,0.15,0.18,0.36,0.05
310700,Rutherglen-Camerons,0.03,0,0.03,0.27,0.28,0.14,0.13,0.4,0.1
310800,Greymouth Rural,0.05,0.03,0.06,0.32,0.26,0.17,0.26,0.39,0.03
310900,Dobson,0.07,0.04,0.07,0.38,0.33,0.23,0.38,0.35,0.17
311000,Nelson Creek,0.05,0.03,0.05,0.43,0.33,0.18,0.31,0.5,0.14
311100,Lake Brunner,0.03,0.01,0.01,0.25,0.65,0.21,0.31,0.43,0.08
311200,Haast,0.06,0.03,0.04,0.24,0.46,0.19,0.46,0.37,0
311300,Westland Glaciers-Bruce Bay,0.04,0.01,0.01,0.16,0.66,0.29,0.28,0.48,0.07
311400,Arahura-Kumara,0.06,0.02,0.06,0.34,0.32,0.16,0.3,0,0.02
311500,Hokitika,0.05,0.03,0.04,0.32,0.43,0.2,0.31,0.33,0.15
311700,Hokitika Rural,0.05,0.02,0.05,0.3,0.32,0.14,0.27,0.42,0
311800,Waitaha,0.06,0.03,0.04,0.37,0.3,0.28,0.27,0.38,0.09
311900,Whataroa-Harihari,0.04,0.03,0.01,0.3,0.5,0.29,0.24,0,0.06
312000,Hokitika Valley-Otira,0.03,0.01,0.01,0.28,0.43,0.25,0.23,0.29,0.13
312100,Hanmer Range,0.02,0,0.02,0.23,0.42,0.15,0.13,0.42,0
312200,Amuri,0.03,0.02,0.02,0.28,0.46,0.14,0.22,0.38,0.11
312300,Hanmer Springs,0.04,0.02,0.02,0.2,0.45,0.09,0.2,0.29,0.05
312400,Upper Hurunui,0.04,0.02,0.04,0.27,0.33,0.13,0.24,0.31,0
312500,Parnassus,0.03,0.02,0.03,0.26,0.33,0.16,0.31,0.43,0
312600,Ashley Forest,0.02,0.01,0.01,0.2,0.35,0.09,0.19,0.48,0
312700,Omihi,0.02,0.01,0.04,0.25,0.37,0.11,0.24,0.19,0
312800,Balcairn,0.03,0.02,0.03,0.27,0.28,0.11,0.25,0.34,0.08
312900,Amberley,0.03,0.02,0.03,0.35,0.31,0.08,0.31,0.37,0.06
313000,Okuku,0.01,0.01,0.02,0.22,0.35,0.07,0.24,0.44,0
313100,Ashley Gorge,0.02,0.01,0.04,0.26,0.32,0.07,0.26,0.18,0.07
313200,Oxford,0.03,0.03,0.05,0.33,0.29,0.13,0.24,0.3,0
313300,Starvation Hill-Cust,0.01,0.01,0.01,0.2,0.26,0.08,0.16,0.42,0.1
313400,Loburn,0.03,0.01,0.02,0.17,0.22,0.08,0.13,0.23,0.09
313500,Eyrewell,0.02,0.01,0.01,0.19,0.28,0.09,0.15,0.22,0
313600,West Eyreton,0.02,0.01,0.01,0.2,0.29,0.11,0.11,0.18,0.09
313700,Ashley-Sefton,0.02,0.01,0.01,0.27,0.28,0.11,0.17,0.2,0.05
313800,Fernside,0.02,0.01,0.02,0.23,0.25,0.08,0.13,0.24,0.11
313900,Rangiora North West,0.04,0.01,0.03,0.22,0.26,0.02,0.11,0.24,0.12
314000,Kingsbury,0.01,0,0.02,0.27,0.18,0.04,0.19,0.37,0
